signature_id,failure_signature,failure_ids,source,test_nodeids,historical_case_ids,first_divergence_stage,root_cause_class,severity,status,evidence_need,evidence
5d4e124c4c5af3ab,RULE_PARSE|REPORT|QUERY|time_range|obsolete_mandatory_period,"[""pytest-17"", ""pytest-18"", ""pytest-19"", ""pytest-20"", ""pytest-21"", ""pytest-22"", ""pytest-23""]","[""CURRENT_PYTEST""]","[""tests/test_semantic_clarification_session_recovery.py::test_explicit_day_range_resolves_report_time_without_model_reinterpretation"", ""tests/test_semantic_clarification_session_recovery.py::test_semantic_clarification_keeps_explicit_interrupt_semantics[\\u4f60\\u597d-CHAT-COMPLETED]"", ""tests/test_semantic_clarification_session_recovery.py::test_semantic_clarification_keeps_explicit_interrupt_semantics[\\u53d6\\u6d88-REPORT_GENERATION-CANCELLED]"", ""tests/test_semantic_clarification_session_recovery.py::test_semantic_clarification_keeps_explicit_interrupt_semantics[\\u6362\\u4e2a\\u95ee\\u9898\\uff0c\\u67e5\\u8be2\\u672c\\u6708\\u9500\\u552e\\u989d-METRIC_QUERY-COMPLETED]"", ""tests/test_semantic_clarification_session_recovery.py::test_semantic_clarification_keeps_explicit_interrupt_semantics[\\u67e5\\u8be2\\u6628\\u5929\\u8ba2\\u5355\\u660e\\u7ec6\\uff0c\\u663e\\u793a\\u8ba2\\u5355\\u53f7\\u548c\\u91d1\\u989d-DETAIL_QUERY-COMPLETED]"", ""tests/test_semantic_clarification_session_recovery.py::test_three_turn_subject_clarification_recovers_pending_request[False]"", ""tests/test_semantic_clarification_session_recovery.py::test_three_turn_subject_clarification_recovers_pending_request[True]""]",[],RULE_PARSE,STALE_TEST,P1,STALE_EXPECTATION_RETAINED,[],"[""Current requirement: safe deterministic defaults; tests/test_intent.py default-time/all-time stable regressions; app/intent/classifier.py:_apply_default_time_range"", ""docs/phase0b/independent_runs/failure-17-run-1.json"", ""docs/phase0b/independent_runs/failure-17-run-2.json"", ""docs/phase0b/independent_runs/failure-18-run-1.json"", ""docs/phase0b/independent_runs/failure-18-run-2.json"", ""docs/phase0b/independent_runs/failure-19-run-1.json"", ""docs/phase0b/independent_runs/failure-19-run-2.json"", ""docs/phase0b/independent_runs/failure-20-run-1.json"", ""docs/phase0b/independent_runs/failure-20-run-2.json"", ""docs/phase0b/independent_runs/failure-21-run-1.json"", ""docs/phase0b/independent_runs/failure-21-run-2.json"", ""docs/phase0b/independent_runs/failure-22-run-1.json"", ""docs/phase0b/independent_runs/failure-22-run-2.json"", ""docs/phase0b/independent_runs/failure-23-run-1.json"", ""docs/phase0b/independent_runs/failure-23-run-2.json""]"
3e1e2d95209ae7eb,RULE_PARSE|REPORT|QUERY|time_range|report_shared_period_policy,"[""pytest-25""]","[""CURRENT_PYTEST""]","[""tests/test_task_dag.py::test_real_report_classifier_resumes_all_facets_with_one_period""]",[],RULE_PARSE,UNKNOWN_NEEDS_EVIDENCE,P1,UNKNOWN_NEEDS_EVIDENCE,"[""Report owner must confirm whether every master-data facet shares transaction time or retains all-history scope.""]","[""Current requirement: safe deterministic defaults; tests/test_intent.py default-time/all-time stable regressions; app/intent/classifier.py:_apply_default_time_range"", ""docs/phase0b/independent_runs/failure-25-run-1.json"", ""docs/phase0b/independent_runs/failure-25-run-2.json""]"
a60ff466efcbc22b,RESULT_VALIDATION|ANALYSIS|QUERY|status|partial_success_vs_fallback,"[""pytest-28"", ""pytest-29"", ""pytest-30"", ""pytest-31"", ""pytest-32""]","[""CURRENT_PYTEST""]","[""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[ANOMALY_ANALYSIS-\\u68c0\\u6d4b\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u5f02\\u5e38-SAFE_FALLBACK]"", ""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[COMPARISON_ANALYSIS-\\u5bf9\\u6bd4\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u540c\\u6bd4-SAFE_FALLBACK]"", ""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[COMPOSITION_ANALYSIS-\\u6309\\u533a\\u57df\\u5206\\u6790\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u6784\\u6210\\u5360\\u6bd4-SAFE_FALLBACK]"", ""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[ROOT_CAUSE_ANALYSIS-\\u5f52\\u56e0\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u5f02\\u5e38\\u539f\\u56e0-SAFE_FALLBACK]"", ""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[TREND_ANALYSIS-\\u5206\\u6790\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u8d8b\\u52bf-SAFE_FALLBACK]""]",[],RESULT_VALIDATION,UNKNOWN_NEEDS_EVIDENCE,P1,UNKNOWN_NEEDS_EVIDENCE,"[""Analysis contract owner must settle partial-success vs terminal-fallback policy with representative dataset evidence."", ""Analysis contract owner must settle partial-success vs terminal-fallback policy with representative dataset evidence."", ""Analysis contract owner must settle partial-success vs terminal-fallback policy with representative dataset evidence."", ""Analysis contract owner must settle partial-success vs terminal-fallback policy with representative dataset evidence."", ""Analysis contract owner must settle partial-success vs terminal-fallback policy with representative dataset evidence.""]","[""Need analysis contract owner to confirm partial-result policy; do not change expectation"", ""docs/phase0b/independent_runs/failure-28-run-1.json"", ""docs/phase0b/independent_runs/failure-28-run-2.json"", ""docs/phase0b/independent_runs/failure-29-run-1.json"", ""docs/phase0b/independent_runs/failure-29-run-2.json"", ""docs/phase0b/independent_runs/failure-30-run-1.json"", ""docs/phase0b/independent_runs/failure-30-run-2.json"", ""docs/phase0b/independent_runs/failure-31-run-1.json"", ""docs/phase0b/independent_runs/failure-31-run-2.json"", ""docs/phase0b/independent_runs/failure-32-run-1.json"", ""docs/phase0b/independent_runs/failure-32-run-2.json""]"
05c8e082b9571eb6,UNKNOWN|ANALYSIS|ADD|metrics|metric_set_not_preserved,"[""real-001"", ""real-004"", ""real-014"", ""real-015"", ""real-021""]","[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-001"", ""real-004"", ""real-014"", ""real-015"", ""real-021""]",UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN_NEEDS_EVIDENCE,"[""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only.""]","[""Historical proposed stage (not proved): SLOT_MERGE"", ""Need original state, stage outputs, catalog and dataset snapshots"", ""docs/data_agent_failure_cases.jsonl#real-001"", ""docs/data_agent_failure_cases.jsonl#real-004"", ""docs/data_agent_failure_cases.jsonl#real-014"", ""docs/data_agent_failure_cases.jsonl#real-015"", ""docs/data_agent_failure_cases.jsonl#real-021"", ""docs/phase2/failure_trace_replay.jsonl#real-001"", ""docs/phase2/failure_trace_replay.jsonl#real-004"", ""docs/phase2/failure_trace_replay.jsonl#real-014"", ""docs/phase2/failure_trace_replay.jsonl#real-015"", ""docs/phase2/failure_trace_replay.jsonl#real-021""]"
2fab9442b18e997b,UNKNOWN|ANALYSIS|NEW_TASK|clarification|unnecessary_question_candidate,"[""real-002"", ""real-005"", ""real-022""]","[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-002"", ""real-005"", ""real-022""]",UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN_NEEDS_EVIDENCE,"[""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only.""]","[""Historical proposed stage (not proved): STRUCTURED_INTENT"", ""Need original state, stage outputs, catalog and dataset snapshots"", ""docs/data_agent_failure_cases.jsonl#real-002"", ""docs/data_agent_failure_cases.jsonl#real-005"", ""docs/data_agent_failure_cases.jsonl#real-022"", ""docs/phase2/failure_trace_replay.jsonl#real-002"", ""docs/phase2/failure_trace_replay.jsonl#real-005"", ""docs/phase2/failure_trace_replay.jsonl#real-022""]"
84e2b44d10bede4a,UNKNOWN|ANALYSIS|REPLACE|time_grain|grain_not_reconciled,"[""real-003"", ""real-007"", ""real-011"", ""real-024""]","[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-003"", ""real-007"", ""real-011"", ""real-024""]",UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN_NEEDS_EVIDENCE,"[""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only.""]","[""Historical proposed stage (not proved): ASL"", ""Historical proposed stage (not proved): UNKNOWN_ASL_OR_RESULT"", ""Need original state, stage outputs, catalog and dataset snapshots"", ""docs/data_agent_failure_cases.jsonl#real-003"", ""docs/data_agent_failure_cases.jsonl#real-007"", ""docs/data_agent_failure_cases.jsonl#real-011"", ""docs/data_agent_failure_cases.jsonl#real-024"", ""docs/phase2/failure_trace_replay.jsonl#real-003"", ""docs/phase2/failure_trace_replay.jsonl#real-007"", ""docs/phase2/failure_trace_replay.jsonl#real-011"", ""docs/phase2/failure_trace_replay.jsonl#real-024""]"
2c784b257dc2659c,UNKNOWN|ANALYSIS|NEW_TASK|fields|analysis_projection_alignment,"[""real-006"", ""real-008"", ""real-009"", ""real-010"", ""real-012"", ""real-013"", ""real-023"", ""real-025"", ""real-026""]","[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-006"", ""real-008"", ""real-009"", ""real-010"", ""real-012"", ""real-013"", ""real-023"", ""real-025"", ""real-026""]",UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN_NEEDS_EVIDENCE,"[""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only.""]","[""Historical proposed stage (not proved): ASL"", ""Historical proposed stage (not proved): UNKNOWN"", ""Need original state, stage outputs, catalog and dataset snapshots"", ""docs/data_agent_failure_cases.jsonl#real-006"", ""docs/data_agent_failure_cases.jsonl#real-008"", ""docs/data_agent_failure_cases.jsonl#real-009"", ""docs/data_agent_failure_cases.jsonl#real-010"", ""docs/data_agent_failure_cases.jsonl#real-012"", ""docs/data_agent_failure_cases.jsonl#real-013"", ""docs/data_agent_failure_cases.jsonl#real-023"", ""docs/data_agent_failure_cases.jsonl#real-025"", ""docs/data_agent_failure_cases.jsonl#real-026"", ""docs/phase2/failure_trace_replay.jsonl#real-006"", ""docs/phase2/failure_trace_replay.jsonl#real-008"", ""docs/phase2/failure_trace_replay.jsonl#real-009"", ""docs/phase2/failure_trace_replay.jsonl#real-010"", ""docs/phase2/failure_trace_replay.jsonl#real-012"", ""docs/phase2/failure_trace_replay.jsonl#real-013"", ""docs/phase2/failure_trace_replay.jsonl#real-023"", ""docs/phase2/failure_trace_replay.jsonl#real-025"", ""docs/phase2/failure_trace_replay.jsonl#real-026""]"
3b7de2f0d6d82d05,UNKNOWN|RELATIONSHIP|NEW_TASK|fields|relationship_projection_alignment,"[""real-016"", ""real-018"", ""real-019"", ""real-028""]","[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-016"", ""real-018"", ""real-019"", ""real-028""]",UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN_NEEDS_EVIDENCE,"[""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only.""]","[""Historical proposed stage (not proved): ASL"", ""Historical proposed stage (not proved): UNKNOWN_ASL_OR_RESULT"", ""Need original state, stage outputs, catalog and dataset snapshots"", ""docs/data_agent_failure_cases.jsonl#real-016"", ""docs/data_agent_failure_cases.jsonl#real-018"", ""docs/data_agent_failure_cases.jsonl#real-019"", ""docs/data_agent_failure_cases.jsonl#real-028"", ""docs/phase2/failure_trace_replay.jsonl#real-016"", ""docs/phase2/failure_trace_replay.jsonl#real-018"", ""docs/phase2/failure_trace_replay.jsonl#real-019"", ""docs/phase2/failure_trace_replay.jsonl#real-028""]"
f8eca0a595afa690,UNKNOWN|ANALYSIS|DISPLAY_LIMIT|dataset|limit_or_projection_not_preserved,"[""real-017"", ""real-020"", ""real-027"", ""real-029"", ""real-030""]","[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-017"", ""real-020"", ""real-027"", ""real-029"", ""real-030""]",UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN_NEEDS_EVIDENCE,"[""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."", ""Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only.""]","[""Historical proposed stage (not proved): DATASET_TRANSFORM"", ""Need original state, stage outputs, catalog and dataset snapshots"", ""docs/data_agent_failure_cases.jsonl#real-017"", ""docs/data_agent_failure_cases.jsonl#real-020"", ""docs/data_agent_failure_cases.jsonl#real-027"", ""docs/data_agent_failure_cases.jsonl#real-029"", ""docs/data_agent_failure_cases.jsonl#real-030"", ""docs/phase2/failure_trace_replay.jsonl#real-017"", ""docs/phase2/failure_trace_replay.jsonl#real-020"", ""docs/phase2/failure_trace_replay.jsonl#real-027"", ""docs/phase2/failure_trace_replay.jsonl#real-029"", ""docs/phase2/failure_trace_replay.jsonl#real-030""]"
c19d3188adc16682,RULE_PARSE|LEGACY|NEW_TASK|filters|structural_text_becomes_product_filter,"[""critical-02""]","[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c02_complete_new_hospital_task_does_not_inherit_sales""]",[],RULE_PARSE,REAL_PRODUCTION_BUG,P0,FIXED,[],"[""User Critical Multi-turn Scenario 2"", ""docs/phase0b/critical_before.json"", ""docs/phase0b/final_verified_test_gate.json"", ""tests/test_phase0b_critical.py::test_c02_complete_new_hospital_task_does_not_inherit_sales""]"
7ae375172b551089,SLOT_MERGE|LEGACY|ADD|metrics|add_becomes_replace,"[""critical-03""]","[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c03_add_preserves_both_previous_metrics""]",[],SLOT_MERGE,REAL_PRODUCTION_BUG,P0,FIXED,[],"[""User Critical Multi-turn Scenario 3"", ""docs/phase0b/critical_before.json"", ""docs/phase0b/final_verified_test_gate.json"", ""tests/test_phase0b_critical.py::test_c03_add_preserves_both_previous_metrics""]"
6594ea85bab05022,SLOT_MERGE|LEGACY|REMOVE|metrics|removed_metric_restored,"[""critical-05""]","[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c05_remove_metric_does_not_remove_remaining_metric""]",[],SLOT_MERGE,REAL_PRODUCTION_BUG,P0,FIXED,[],"[""User Critical Multi-turn Scenario 5"", ""docs/phase0b/critical_before.json"", ""docs/phase0b/final_verified_test_gate.json"", ""tests/test_phase0b_critical.py::test_c05_remove_metric_does_not_remove_remaining_metric""]"
6f53e225c9109516,SLOT_MERGE|LEGACY|CLEAR|region|clear_loses_base_or_resurrects_filter,"[""critical-06""]","[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c06_clear_region_survives_next_grain_turn""]",[],SLOT_MERGE,REAL_PRODUCTION_BUG,P0,FIXED,[],"[""User Critical Multi-turn Scenario 6"", ""docs/phase0b/critical_before.json"", ""docs/phase0b/final_verified_test_gate.json"", ""tests/test_phase0b_critical.py::test_c06_clear_region_survives_next_grain_turn""]"
fc1411d4041047d8,PENDING_ADMISSION|LEGACY|NEW_TASK|relation|pending_hijack,"[""critical-07""]","[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c07_pending_cannot_capture_complete_new_task_with_missing_execution_slot""]",[],PENDING_ADMISSION,REAL_PRODUCTION_BUG,P0,FIXED,[],"[""User Critical Multi-turn Scenario 7"", ""docs/phase0b/critical_before.json"", ""docs/phase0b/final_verified_test_gate.json"", ""tests/test_phase0b_critical.py::test_c07_pending_cannot_capture_complete_new_task_with_missing_execution_slot""]"
03e1c8c8361b576f,RULE_PARSE|LEGACY|NEW_TASK|lineage_target|lineage_requires_metric,"[""critical-08""]","[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c08_field_lineage_does_not_require_metric""]",[],RULE_PARSE,REAL_PRODUCTION_BUG,P0,FIXED,[],"[""User Critical Multi-turn Scenario 8"", ""docs/phase0b/critical_before.json"", ""docs/phase0b/final_verified_test_gate.json"", ""tests/test_phase0b_critical.py::test_c08_field_lineage_does_not_require_metric""]"
bb66d68ebecb957c,SEMANTIC_GROUNDING|LEGACY|NEW_TASK|fields|catalog_default_display_gap,"[""critical-09""]","[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c09_governed_default_display_is_used_without_field_question""]",[],SEMANTIC_GROUNDING,CATALOG_GOVERNANCE_GAP,P0,CATALOG_OWNER_BLOCKER,"[""Publish a versioned permitted default_display_attributes policy for hospital/entity lists; offline fixture proves consumption only.""]","[""User Critical Multi-turn Scenario 9"", ""docs/phase0b/critical_before.json"", ""docs/phase0b/final_verified_test_gate.json"", ""tests/test_phase0b_critical.py::test_c09_governed_default_display_is_used_without_field_question""]"
